"Genes","Process_name","Significant_genes_count","Total_genes_group_count","Percent_significant_genes","P-value","Padj-value"
"Ppp1r15a;","GO:1990441~negative regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress",1,5,20,0.044881610440662,0.132908340441841
"Tnf;","GO:2000010~positive regulation of protein localization to cell surface",1,16,6.25,0.122026637274517,0.200027189601556
"Cavin1; Csf1r; Trf;","GO:2000147~positive regulation of cell motility",3,16,18.75,0.000385495007862668,0.051080023435928
"Ldlr; Nr1h3;","GO:2000188~regulation of cholesterol homeostasis",2,10,20,0.00362626131884813,0.0888602162982313
"Nr1h3;","GO:2000189~positive regulation of cholesterol homeostasis",1,5,20,0.044881610440662,0.132908340441841
"Csf1r;","GO:2000249~regulation of actin cytoskeleton reorganization",1,15,6.66666666666667,0.115277296922422,0.194408322775949
"Ceacam2;","GO:2000252~negative regulation of feeding behavior",1,10,10,0.0807490818296668,0.162313810950542
"Gas6;","GO:2000270~negative regulation of fibroblast apoptotic process",1,9,11.1111111111111,0.0736843521720593,0.156323945439657
"Igf1;","GO:2000288~positive regulation of myoblast proliferation",1,8,12.5,0.0665656515907663,0.150683519637438
"Hp;","GO:2000296~negative regulation of hydrogen peroxide catabolic process",1,1,100,0.015188742610548,0.120766874434933
"Tnf;","GO:2000334~positive regulation of blood microparticle formation",1,2,50,0.0226968899691784,0.120766874434933
"Tnf;","GO:2000343~positive regulation of chemokine (C-X-C motif) ligand 2 production",1,6,16.6666666666667,0.0521646952141753,0.137676052355715
"Gas6;","GO:2000352~negative regulation of endothelial cell apoptotic process",1,28,3.57142857142857,0.199134482494494,0.269576612356491
"Tnf;","GO:2000377~regulation of reactive oxygen species metabolic process",1,26,3.84615384615385,0.186767498684174,0.258461281211062
"Prkar1b;","GO:2000480~negative regulation of cAMP-dependent protein kinase activity",1,8,12.5,0.0665656515907663,0.150683519637438
"Ceacam2;","GO:2000505~regulation of energy homeostasis",1,15,6.66666666666667,0.115277296922422,0.194408322775949
"Metrnl;","GO:2000507~positive regulation of energy homeostasis",1,6,16.6666666666667,0.0521646952141753,0.137676052355715
"Gas6;","GO:2000510~positive regulation of dendritic cell chemotaxis",1,7,14.2857142857143,0.0593925702484068,0.146276255933576
"Rsad2;","GO:2000553~positive regulation of T-helper 2 cell cytokine production",1,6,16.6666666666667,0.0521646952141753,0.137676052355715
"Fxyd4;","GO:2000649~regulation of sodium ion transmembrane transporter activity",1,17,5.88235294117647,0.128724790863341,0.205587747847551
"Gas6;","GO:2000669~negative regulation of dendritic cell apoptotic process",1,2,50,0.0226968899691784,0.120766874434933
"Igf1;","GO:2000679~positive regulation of transcription regulatory region DNA binding",1,15,6.66666666666667,0.115277296922422,0.194408322775949
"Nfe2;","GO:2000758~positive regulation of peptidyl-lysine acetylation",1,1,100,0.015188742610548,0.120766874434933
"Plk3;","GO:2000777~positive regulation of proteasomal ubiquitin-dependent protein catabolic process involved in cellular response to hypoxia",1,2,50,0.0226968899691784,0.120766874434933
"Igf1;","GO:2001237~negative regulation of extrinsic apoptotic signaling pathway",1,43,2.32558139534884,0.286117298909127,0.340534344993519
"Tnfrsf12a;","GO:2001238~positive regulation of extrinsic apoptotic signaling pathway",1,33,3.03030303030303,0.22924007906151,0.294694933677264
"Tnf;","GO:2001240~negative regulation of extrinsic apoptotic signaling pathway in absence of ligand",1,33,3.03030303030303,0.22924007906151,0.294694933677264
"Ank2;","GO:2001257~regulation of cation channel activity",1,3,33.3333333333333,0.0301481317627055,0.12498912959955
"Ank2;","GO:2001259~positive regulation of cation channel activity",1,12,8.33333333333333,0.0947182523945602,0.175829591665275
"Alox12;","GO:2001303~lipoxin A4 biosynthetic process",1,2,50,0.0226968899691784,0.120766874434933
"Alox12;","GO:2001306~lipoxin B4 biosynthetic process",1,1,100,0.015188742610548,0.120766874434933
